profile_id,year,id,wtssps,age,sex,racecen1,hispanic,degree,income16,hompop,class,region,srcbelt,partyid,polviews,relig,reborn,reliten,consci
p02664,2018,86,1.1980914582039301,28,male,black or african american,not hispanic,bachelor's,"$50,000 to $59,999",2,middle class,northeast,central city of 12 largest smsas,not very strong democrat,slightly liberal,none,no,no religion,only some
p02665,2024,303,0.4143116095502691,63,male,white,not hispanic,graduate,"$12,500 to $14,999",NA,middle class,west,not available in this year,not very strong democrat,"moderate, middle of the road",jewish,no,somewhat strong (vol.),NA
p02666,2021,1105,1.4326272978279884,43,female,white,not hispanic,associate/junior college,"$40,000 to $49,999",2,working class,northeast,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,NA,not available in this year,NA
p02667,2024,2667,0.2629011996295687,73,male,white,not hispanic,high school,"$15,000 to $17,499",1,lower class,midwest,not available in this year,"independent (neither, no response)","moderate, middle of the road",none,no,NA,only some
p02668,2022,3160,0.43676421786229347,32,male,white,"mexican, mexican american, chicano/a",bachelor's,"$130,000 to $149,999",NA,working class,west,"other urban (counties having towns of 10,000 or more)","independent, close to republican",conservative,catholic,no,NA,a great deal
p02669,2024,1109,0.8756917938007256,77,male,white,not hispanic,associate/junior college,"$60,000 to $74,999",NA,working class,west,not available in this year,"independent, close to republican",conservative,protestant,NA,NA,only some
p02670,2024,1361,2.442989268072729,53,female,white,not hispanic,graduate,"$90,000 to $109,999",NA,working class,south,not available in this year,strong republican,slightly conservative,protestant,yes,strong,only some
p02671,2021,2276,0.5877401517456454,42,male,white,not hispanic,bachelor's,"$170,000 or over",5,middle class,west,"other urban (counties having towns of 10,000 or more)","independent, close to democrat",liberal,catholic,no,not available in this year,a great deal
p02672,2024,1079,1.0093962250352533,58,male,white,not hispanic,associate/junior college,"$170,000 or over",2,middle class,west,not available in this year,not very strong republican,conservative,protestant,no,NA,NA
p02673,2024,2960,0.37268978866981184,31,female,white,not hispanic,high school,"$50,000 to $59,999",1,working class,west,not available in this year,"independent (neither, no response)","moderate, middle of the road",christian,no,NA,only some
p02674,2024,2216,1.0348854280087911,38,male,white,not hispanic,high school,"$22,500 to $24,999",NA,middle class,west,not available in this year,"independent, close to republican",slightly conservative,protestant,no,not very strong,NA
p02675,2024,2807,1.3578826401217505,63,male,white,not hispanic,bachelor's,"$170,000 or over",2,middle class,south,not available in this year,not very strong republican,conservative,catholic,NA,not very strong,only some
p02676,2022,862,1.4585654556458927,58,male,white,not hispanic,bachelor's,"$150,000 to $169,999",4,middle class,northeast,central city of 12 largest smsas,not very strong republican,slightly conservative,catholic,no,strong,NA
p02677,2024,3027,0.7019318592644961,73,female,black or african american,not hispanic,high school,"$20,000 to $22,499",NA,middle class,south,not available in this year,strong democrat,"moderate, middle of the road",none,yes,no religion,NA
p02678,2024,750,1.4206919752973663,62,female,white,not hispanic,bachelor's,"$30,000 to $34,999",NA,working class,northeast,not available in this year,strong democrat,"moderate, middle of the road",protestant,yes,strong,only some
p02679,2018,1809,0.8955601438061186,35,female,white,not hispanic,bachelor's,"$110,000 to $129,999",4,middle class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong republican,"moderate, middle of the road",catholic,no,strong,only some
p02680,2018,985,0.8991439581323009,46,male,white,not hispanic,bachelor's,"$150,000 to $169,999",4,middle class,south,central city of the remainder of the 100 largest smsas,not very strong democrat,"moderate, middle of the road",protestant,yes,not very strong,a great deal
p02681,2021,3401,1.7856566222974002,34,male,white,not hispanic,high school,"$75,000 to $89,999",2,working class,northeast,"other urban (counties having towns of 10,000 or more)","independent, close to democrat",slightly liberal,none,NA,not available in this year,NA
p02682,2021,379,1.4016095689997894,51,male,white,not hispanic,graduate,"$170,000 or over",4,upper class,northeast,suburbs of the remaining 100 largest smsas,not very strong republican,slightly conservative,none,NA,not available in this year,NA
p02683,2018,1780,0.5842116842613434,19,female,white,"mexican, mexican american, chicano/a",high school,"$40,000 to $49,999",2,working class,midwest,"other urban (counties having towns of 10,000 or more)","independent, close to republican",conservative,none,no,no religion,only some
p02684,2018,709,0.5975306751012529,68,female,white,cuban,high school,refused,1,middle class,south,suburbs of 12 largest smsas,strong democrat,liberal,jewish,no,somewhat strong (vol.),a great deal
p02685,2018,2078,0.9070157133681057,27,female,white,not hispanic,high school,"$75,000 to $89,999",5,working class,west,suburbs of the remaining 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",none,no,no religion,NA
p02686,2021,1343,6.0900507360170275,19,male,asian,not hispanic,high school,"$40,000 to $49,999",3,working class,south,suburbs of 12 largest smsas,not very strong democrat,slightly liberal,protestant,yes,not available in this year,a great deal
p02687,2021,3742,0.6259377671819086,45,male,white,not hispanic,bachelor's,"$90,000 to $109,999",3,middle class,midwest,central city of the remainder of the 100 largest smsas,"independent, close to republican",conservative,catholic,no,not available in this year,a great deal
p02688,2024,1867,0.5142506527389566,67,female,white,not hispanic,associate/junior college,"$170,000 or over",2,middle class,midwest,not available in this year,"independent (neither, no response)",slightly conservative,protestant,no,NA,a great deal
p02689,2021,816,1.4786509745040803,39,female,white,not hispanic,high school,"$50,000 to $59,999",5,middle class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",buddhism,yes,not available in this year,only some
p02690,2024,2537,0.5714548949128905,66,female,black or african american,not hispanic,less than high school,"$1,000 to $2,999",NA,lower class,south,not available in this year,strong democrat,extremely liberal,protestant,yes,strong,NA
p02691,2024,830,2.0744721857068575,59,female,white,"mexican, mexican american, chicano/a",less than high school,"$60,000 to $74,999",NA,working class,south,not available in this year,"independent (neither, no response)","moderate, middle of the road",catholic,NA,somewhat strong (vol.),NA
p02692,2022,1714,0.5474023131431304,59,female,black or african american,not hispanic,graduate,"$130,000 to $149,999",2,middle class,south,"other urban (counties having towns of 10,000 or more)","independent, close to republican",extremely conservative,jewish,yes,NA,hardly any
p02693,2018,360,0.5361279799230524,70,male,white,not hispanic,high school,"$90,000 to $109,999",1,working class,south,"other rural (counties having no towns of 10,000 or more)","independent, close to republican",conservative,protestant,no,not very strong,a great deal
p02694,2024,1692,2.4257430460392935,69,male,white,not hispanic,high school,"$90,000 to $109,999",NA,working class,south,not available in this year,not very strong republican,conservative,protestant,no,not very strong,only some
p02695,2018,1631,0.4204338082754309,49,female,white,not hispanic,high school,"$30,000 to $34,999",2,working class,midwest,"other rural (counties having no towns of 10,000 or more)","independent, close to republican",slightly conservative,none,no,no religion,NA
p02696,2021,4171,0.9857673163360535,33,female,white,not hispanic,high school,"$60,000 to $74,999",NA,working class,midwest,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,none,no,not available in this year,only some
p02697,2024,1591,3.1123107176981506,44,male,white,not hispanic,associate/junior college,"$170,000 or over",4,middle class,midwest,not available in this year,"independent (neither, no response)",slightly conservative,protestant,yes,NA,a great deal
p02698,2018,1424,4.019902784721226,52,male,white,not hispanic,graduate,"$130,000 to $149,999",3,middle class,south,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,protestant,yes,not very strong,NA
p02699,2018,144,2.141332053252711,18,male,black or african american,not hispanic,high school,"$17,500 to $19,999",4,middle class,west,suburbs of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",protestant,yes,somewhat strong (vol.),only some
p02700,2021,1484,0.7634400872823528,31,male,white,not hispanic,high school,"$40,000 to $49,999",1,working class,south,central city of the remainder of the 100 largest smsas,strong republican,conservative,none,NA,not available in this year,NA
p02701,2022,2095,0.9359403095072466,37,female,white,not hispanic,graduate,"$90,000 to $109,999",NA,middle class,south,suburbs of the remaining 100 largest smsas,not very strong republican,slightly conservative,catholic,no,NA,NA
p02702,2021,666,0.5423562891392799,75,male,white,not hispanic,graduate,"$75,000 to $89,999",2,middle class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong republican,"moderate, middle of the road",protestant,yes,not available in this year,a great deal
p02703,2024,207,0.882894663236055,74,female,white,not hispanic,high school,"$25,000 to $29,999",1,lower class,west,not available in this year,not very strong democrat,"moderate, middle of the road",catholic,no,somewhat strong (vol.),a great deal
p02704,2021,4033,0.94872091476684,75,female,white,not hispanic,high school,"$35,000 to $39,999",2,working class,south,suburbs of the remaining 100 largest smsas,strong republican,extremely conservative,protestant,no,not available in this year,hardly any
p02705,2021,4368,1.7525754665214925,30,male,white,not hispanic,associate/junior college,"$60,000 to $74,999",4,middle class,south,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,protestant,NA,not available in this year,NA
